EmployeeID,Name,Department,Allowance,ExpenseAmount,WorkLogs
95,Employee_95,IT,3191.82207746984,3814.959279108246,162.6546985852275
96,Employee_96,Marketing,6182.594359069889,3472.7178564459464,82.10716378232782
97,Employee_97,Finance,3020.70169696317,6382.89142964193,211.3577587521663
98,Employee_98,Sales,4851.806458617485,11153.778063839447,93.74155921119106
99,Employee_99,Sales,4632.297673782213,6044.474747717313,102.18613829431857
100,Employee_100,IT,4539.849038323591,4804.519684209905,159.1513705909664
101,Employee_101,HR,5314.450822290657,5070.805159155825,142.7533769863926
102,Employee_102,IT,4322.407570221549,4585.962723343823,154.65065601420756
103,Employee_103,HR,5395.735462465048,12377.977754885997,84.52974856607818
104,Employee_104,Sales,5141.155414691195,4386.184759694932,125.98265859441503
105,Employee_105,IT,7098.732354050425,3619.1622992994644,148.39156753537904
106,Employee_106,Finance,3614.5906081818707,5425.532846659455,95.71478322736822
107,Employee_107,Marketing,5029.268983904827,4617.43693584771,152.4955605740934
108,Employee_108,HR,5431.3450998777635,5099.902792829209,88.22870172756305
109,Employee_109,Marketing,4743.597444467704,5653.350912130374,189.17384303205716
110,Employee_110,Marketing,3662.9248921121616,4105.051149437341,106.05528417686527
111,Employee_111,IT,6257.102780655195,4537.293271905585,158.829577471061
112,Employee_112,Marketing,5336.934330144052,4427.506754088028,174.85885863410584
113,Employee_113,Finance,3733.103287073406,12688.298405887224,102.96225166067981
114,Employee_114,Marketing,5438.66796255826,4817.183409356676,203.20039418312268
115,Employee_115,IT,6701.566070052857,9975.30526078228,95.90853785975835
116,Employee_116,Finance,4963.68406658408,3412.271671642301,149.51881615787534
117,Employee_117,Sales,4997.787330529438,5676.953508376439,183.46964615000485
118,Employee_118,Marketing,6568.00503104332,5313.728872141962,158.2785662560289
119,Employee_119,IT,4029.6160182487465,3797.7139618499405,160.83575857897776
120,Employee_120,Sales,6727.552042620682,7107.5921457941895,131.39347604394885
121,Employee_121,Sales,5972.911070368237,5204.633307010275,202.24485668092973
122,Employee_122,HR,4075.7810360199846,8103.335062546461,62.95694959884958
123,Employee_123,Finance,4331.731000155884,4796.577275192221,117.88785021633126
124,Employee_124,Marketing,4475.187166317711,4357.7125088320345,162.22936966676644
125,Employee_125,IT,3166.4357860129103,6652.652593267203,96.23825175651362
126,Employee_126,HR,5260.471749070881,5919.816926834654,153.5267908334922
127,Employee_127,Finance,4121.052996752147,5344.8421150507575,199.0389550472876
128,Employee_128,HR,5296.551321431305,13720.430233325273,81.22629986781658
129,Employee_129,Finance,3709.0567496747835,3554.123123409694,150.94857735912808
130,Employee_130,Finance,5923.0132368945,5731.077058789759,124.80027189529383
131,Employee_131,Marketing,5737.625930130503,5456.7005316808645,104.93180513803185
132,Employee_132,Finance,4294.120985939785,4523.456517933823,175.90674737173515
133,Employee_133,HR,5359.649157882116,4528.815180586453,150.83970887421216
134,Employee_134,Finance,5082.92055930958,5907.813966747502,168.73586730205966
135,Employee_135,Marketing,6482.299486152911,11639.73275093014,42.11754113999045
136,Employee_136,Marketing,3967.5210321051277,3093.287781347797,171.95977294828697
137,Employee_137,HR,4847.702021505853,6979.704685633732,209.57338648119202
138,Employee_138,Sales,4359.316363292227,6171.310438099375,190.2391762452686
139,Employee_139,Sales,5044.818197100168,4462.153667811142,158.89977979548158
140,Employee_140,Finance,5533.273602783594,3850.500564278919,118.66582384863335
141,Employee_141,IT,4348.192621926291,6132.535133027159,153.65389921256613
142,Employee_142,Finance,4635.893778610787,5395.681196374434,154.6226409901655
143,Employee_143,HR,5966.040798057363,5659.688869558851,135.13165205318188
144,Employee_144,HR,6357.324661926443,5485.025476938122,137.42240209671218
145,Employee_145,HR,5493.516035202879,6257.456930405951,212.95697713677725
146,Employee_146,HR,4862.036901256841,5827.12375044009,121.02832228028903
147,Employee_147,HR,4766.9030789628505,4159.347341191769,137.13372485208794
148,Employee_148,Marketing,5548.1263287272905,8178.098698119783,83.41661623101446
149,Employee_149,Sales,5227.767001404872,5227.141457813192,215.4272645810542
150,Employee_150,HR,3351.024162108697,7547.695661368002,140.96866513671432
151,Employee_151,IT,5572.385232307903,4620.256539455877,96.03421833699397
152,Employee_152,IT,4139.430210577438,5235.746419422537,85.90251344987448
153,Employee_153,IT,3583.063591524348,11747.027680707617,112.80161863233252
154,Employee_154,IT,3331.6551118912744,4296.947592377176,92.71971145643096
155,Employee_155,Marketing,4783.895628816681,5756.9809381586,152.27931626642555
156,Employee_156,IT,3983.475637817398,4816.774348343622,104.62225600403939
157,Employee_157,HR,2673.6384402608023,6299.8758030551835,126.33822146705927
158,Employee_158,Finance,4641.544493163189,3666.494771078016,130.55233601386598
159,Employee_159,IT,4509.429165114134,7576.664728111236,91.34144146765794
160,Employee_160,Marketing,4850.09888534162,4425.010382592439,186.57095015495275
161,Employee_161,Marketing,4371.102045957623,5425.7584364422355,162.92274015427589
162,Employee_162,IT,6829.329663527278,4805.857488742311,137.18858309004457
163,Employee_163,Finance,5517.337294683641,3505.617609058699,132.75452264780932
164,Employee_164,IT,4500.386676378523,5799.906759118504,182.65478859732303
165,Employee_165,Marketing,4936.373162552637,4482.8252499885,152.69959319180776
166,Employee_166,Sales,6414.642667495348,5430.863767064468,212.57012859073146
167,Employee_167,HR,5956.622811735491,3833.8416139368956,136.57129603421134
168,Employee_168,Marketing,3603.788185624968,4488.220159328515,162.76737346736886
169,Employee_169,IT,4025.709439173371,8893.321327140235,56.528868257410466
170,Employee_170,HR,4218.15312597666,10921.475913061848,68.50127850392975
171,Employee_171,IT,4560.300049064192,5169.412599500627,181.12527157312735
172,Employee_172,IT,4404.5767971239575,4588.087567443152,185.36456919546177
173,Employee_173,Sales,5034.009254861077,4356.0669857235325,205.23939083152058
174,Employee_174,HR,5735.721311018888,5177.89215819828,163.3518055779828
175,Employee_175,HR,5902.660289382486,5037.2584495895035,187.07282645817168
176,Employee_176,Sales,4673.202657100709,4954.707975059973,168.7166199376672
177,Employee_177,Marketing,3365.306481245604,7163.208404183511,137.6091850283202
178,Employee_178,IT,3959.5900581282585,5462.3236078596865,104.57753912291727
179,Employee_179,Finance,4480.22521036997,7108.8401997605915,143.0560850244314
180,Employee_180,IT,3754.9655407486425,4716.592860025174,115.64126939370192
181,Employee_181,IT,6140.858986701614,4741.904088945519,181.6378219286346
182,Employee_182,Marketing,3820.458941419272,4193.495957934068,183.34055600979934
183,Employee_183,IT,5617.063044735203,5162.288845840248,119.5342339612369
184,Employee_184,Sales,3318.119644977462,4409.2041344208,183.36437056309634
185,Employee_185,Sales,5657.201101296054,4238.210790182907,114.59085730088314
186,Employee_186,HR,4860.731293332415,2519.638998699159,193.33885339891472
187,Employee_187,Finance,6512.530702302551,6559.014190780301,145.150096964435
188,Employee_188,IT,3868.4373934536698,4340.082373997053,163.76296563509783
189,Employee_189,IT,4435.885199388405,13139.931435794762,96.74038457525211
190,Employee_190,Marketing,4629.567398589561,4684.502944865958,167.90681110504812
191,Employee_191,Sales,4847.499929849688,5573.501871685579,145.99230999298908
192,Employee_192,Finance,4654.019169097509,4889.158755329658,176.24002491831308
193,Employee_193,HR,4673.321434091013,5297.6406167807345,120.9761663519496
194,Employee_194,Sales,4656.937456614337,3589.156603597803,92.1301784095251
195,Employee_195,HR,2928.8201174195337,6218.820158386724,184.38083142927724
196,Employee_196,Marketing,5993.334501607768,4359.791618711433,110.62052234129376
197,Employee_197,Marketing,7861.1365676336845,11821.62392546583,88.82775555643245
198,Employee_198,IT,5298.271104600988,3047.1955409784114,154.236982874126
199,Employee_199,Finance,3864.249152141706,3894.5890238233756,149.5650830322593
200,Employee_200,HR,3965.461369151713,5246.13852009393,121.64977750655879
201,Employee_201,Sales,5613.174001891568,4603.640405220078,136.4913945869648
202,Employee_202,Marketing,5385.469475848244,5348.235907642154,150.4081221996256
203,Employee_203,IT,4715.709889446662,5049.100334514453,155.9571903502274
204,Employee_204,IT,5753.404370879185,6993.5321657578315,122.90854869792265
205,Employee_205,HR,2936.114953245509,5448.413897443701,172.3086624532129
206,Employee_206,Marketing,5754.062127231124,4280.783401796851,174.21524046937787
207,Employee_207,Finance,5237.761164594893,4328.1163683994,164.51658895946449
208,Employee_208,Marketing,4004.0520092167676,6244.953288556145,136.83959674161662
209,Employee_209,HR,3566.6760716193157,2965.9901014045427,175.78393245754577
210,Employee_210,HR,5121.327282745628,5471.0339888504,168.63178230922082
211,Employee_211,Marketing,6407.2381367677635,3461.0635718088306,91.37602277120773
212,Employee_212,HR,4771.906768002966,6131.0730431210495,156.33951088276632
213,Employee_213,Marketing,4147.314983767161,4281.32057720115,207.99469482021243
214,Employee_214,Sales,5191.288260136253,5431.4832022224,179.15775280990684
215,Employee_215,Marketing,6820.871810123474,9689.263868689606,92.30181961319117
216,Employee_216,Marketing,5431.299813063716,6271.930141757852,64.48316682406376
217,Employee_217,HR,5539.401988209408,5568.383946593399,153.76923708442558
218,Employee_218,HR,6222.798635970556,3934.960500200248,144.5059170144827
219,Employee_219,IT,5472.5573993838225,5762.2205787008625,149.93294549665598
220,Employee_220,IT,4219.030292839846,3597.600218188878,134.5710207646722
221,Employee_221,Sales,3255.4350481019637,5090.478745625174,112.94130979827493
222,Employee_222,IT,4078.3468802217376,9693.754825761658,75.96501061224184
223,Employee_223,Marketing,3895.273694902325,4076.8994241831506,126.58087132688222
224,Employee_224,HR,5659.308119511327,6455.700076653219,167.5807123216541
225,Employee_225,IT,5798.348051349108,4840.250512589763,149.07937141847697
226,Employee_226,IT,5175.572061715488,4294.014279367736,92.18413688224622
227,Employee_227,Sales,3731.308023156827,5158.506335489075,191.45488089128506
228,Employee_228,Sales,6786.597023926696,3053.1819280877817,163.05961141059012
229,Employee_229,Marketing,4583.7897861604115,7742.038411081307,136.26110314926112
230,Employee_230,HR,5603.481010301537,3497.1651216040295,139.9084063079326
231,Employee_231,Sales,5049.3248366995595,5462.149342866064,113.15638979777427
232,Employee_232,IT,5208.663483249915,4873.34076323714,148.1274645252488
233,Employee_233,HR,5568.184003340398,6216.514028697523,170.43540400058856
234,Employee_234,HR,4303.979838399048,5013.5052120949895,202.34752388324142
235,Employee_235,IT,6305.4024262651665,4034.0484898664226,147.33978649011448
236,Employee_236,Sales,3420.4945829127273,2570.4287701287158,151.4691981959407
237,Employee_237,IT,3961.4436939641155,2663.8761154524987,185.7755994011976
238,Employee_238,HR,6292.429374337083,4514.376455859651,115.23556424737735
239,Employee_239,Finance,5590.004761104471,6444.411371412912,154.36848416295533
240,Employee_240,Finance,7540.391097681433,2793.42115737138,127.31239556619008
241,Employee_241,Marketing,5068.35044365313,7019.242549879995,153.9348660362756
242,Employee_242,IT,6700.429296459093,6104.325480039239,178.10241718322015
243,Employee_243,IT,3142.5212173365967,3181.538733870189,100.43498539730754
244,Employee_244,Marketing,3586.485026802805,3497.7851374414618,183.33487422709857
245,Employee_245,Marketing,5895.525537416974,3618.686495366933,160.79045082238088
246,Employee_246,Marketing,3259.632174385515,5159.144577529847,154.1972634173239
247,Employee_247,HR,4802.632392990511,4732.539825445833,190.3799899417207
248,Employee_248,IT,6167.209083647158,4687.646656837669,126.27998999041144
249,Employee_249,HR,5501.171264488668,4194.441612979692,109.80577648018972
250,Employee_250,Marketing,5011.095220319579,5013.827126426179,119.2672311741067
251,Employee_251,IT,4550.892531170684,5804.559695902288,165.98119213056225
252,Employee_252,HR,5202.225874591964,4646.162110977416,135.15111274445155
253,Employee_253,HR,5577.2483723755295,8009.5822753571765,61.89697061629746
254,Employee_254,Marketing,4339.105663013817,5990.528905381813,120.6794179850493
255,Employee_255,IT,5371.736028012047,9068.764395867172,77.62136191322908
256,Employee_256,Marketing,6078.430744198711,5462.36323606188,149.1738240621806
257,Employee_257,IT,4777.521866700142,4680.12290488022,107.4362401413415
258,Employee_258,Finance,5068.122850140651,6102.050181567673,108.43741399196384
259,Employee_259,Sales,5483.778834002778,6279.891578982903,134.19367332121448
260,Employee_260,Sales,5551.334216089744,6237.9605271215305,177.54278757653174
261,Employee_261,Sales,5878.45357299844,4137.748738577044,137.22320273655285
262,Employee_262,Marketing,3985.62504401805,4125.458889508873,105.70553085911274
263,Employee_263,Finance,4471.0774976146895,5848.486581709598,147.401419255953
264,Employee_264,IT,4508.121307950346,4722.506545616695,151.1414851865673
265,Employee_265,HR,4096.0878348373235,4758.956890282522,105.44832977433433
266,Employee_266,IT,3201.5860786421854,3966.1046669326615,113.46624178847347
267,Employee_267,HR,1745.521058702292,6491.31195547621,172.31815150570918
268,Employee_268,IT,6195.452711752981,6048.591165275786,113.08716620258369
269,Employee_269,Finance,3446.106995552457,9314.445140520118,86.79124087036128
270,Employee_270,HR,6566.509126705908,8051.056572988536,51.799012681695615
271,Employee_271,Marketing,5739.409488616462,3972.405939037782,104.71765208469779
272,Employee_272,IT,4594.311620193746,4959.885943903732,150.6943964990767
273,Employee_273,IT,5616.422104814734,5264.123883636953,127.36085471718937
274,Employee_274,HR,5425.133246713722,3765.093936317464,133.95644868309662
275,Employee_275,Marketing,3898.2256370602263,3306.154138265414,154.54965815704742
276,Employee_276,Marketing,4985.022226370369,4895.585068071038,133.07566473548454
277,Employee_277,Finance,4020.1612274585077,5837.595321432798,121.55573468736232
278,Employee_278,Marketing,5654.128002171092,4888.59909575733,164.71511185231836
279,Employee_279,Marketing,4284.779048200612,4500.758593982294,155.42133467837309
280,Employee_280,Marketing,4903.370463803328,3443.999548689052,151.29765720575196
281,Employee_281,Sales,4860.201080989251,4039.214460039681,149.4556880893827
282,Employee_282,Finance,5121.579000539382,5854.095575409185,125.94195228676955
283,Employee_283,IT,6662.555081114022,3296.1503505097544,119.68726840729133
284,Employee_284,HR,4759.039417144082,6927.267722107063,139.65807076135943
285,Employee_285,IT,6217.9271419745155,4902.085367038359,126.4393202638104
286,Employee_286,Finance,5479.996994335038,2896.3979098417317,149.62571848165058
287,Employee_287,HR,6418.402546036583,5403.884884652666,138.25076728638663
288,Employee_288,Finance,4661.564215185181,5340.265959867299,150.54026475642183
289,Employee_289,Marketing,5696.136241969568,4274.858370856152,147.21316458248455
290,Employee_290,HR,4940.731977399659,5927.164060274806,202.95809008184838
291,Employee_291,Marketing,2010.6069788367863,4056.176845971373,108.41410723831652
292,Employee_292,IT,3910.1564149795245,5558.384559808733,144.37958180256368
293,Employee_293,IT,5582.376945952752,4758.26391615727,116.76882303668764
294,Employee_294,HR,5516.264916279999,4459.69540773674,135.50787289567697
295,Employee_295,HR,3705.0226113650765,12823.188186576719,62.74490988804133
296,Employee_296,Finance,5220.367548838004,11960.509901778152,84.58461587666432
297,Employee_297,Finance,5503.2602265255055,3471.047063580275,105.78264011015523
298,Employee_298,Marketing,4965.334430262394,5256.362162933794,173.42422680260762
299,Employee_299,HR,5728.818637659636,7072.142787389423,165.89067324450448
300,Employee_300,IT,5592.555307928769,6442.66150237192,211.66247221935396
301,Employee_301,Finance,4964.856420595293,3708.7563928365344,204.0903733130075
302,Employee_302,Finance,4489.175181135882,6715.175682044718,126.06235233888539
303,Employee_303,IT,6042.54159209251,5916.044636667937,187.1057791979226
304,Employee_304,Finance,5463.162097878821,3541.713038102101,140.26918399783239
305,Employee_305,Marketing,3618.5673474697023,5049.209736581097,159.1336998472017
306,Employee_306,HR,5220.897656081387,5373.194565714602,201.60273840501083
307,Employee_307,IT,3848.9752905422665,3507.6819044916733,127.25352785824259
308,Employee_308,HR,4035.432067570825,5647.312960886256,151.67820653991242
309,Employee_309,Finance,4348.0899646143625,7715.707230964375,91.5776666503436
310,Employee_310,Finance,5044.873235659702,6438.271281216201,176.63797634395237
311,Employee_311,IT,5374.485577591286,4994.386012387452,213.07949607155547
312,Employee_312,Marketing,4591.058110758729,4462.355357367308,167.19769114736147
313,Employee_313,Sales,4634.817383706266,5194.066249863603,191.04346254149138
314,Employee_314,IT,4496.756344698319,3629.7386476584,184.2585183063033
315,Employee_315,Sales,6047.513637087628,4226.946249197966,128.80194999836496
316,Employee_316,Sales,2147.0564964003465,2445.8750217895013,159.72604186091195
317,Employee_317,Marketing,4691.322590325217,5321.471456296077,164.8171171150028
318,Employee_318,Sales,6544.984795382366,4394.998938013301,115.00766544014452
319,Employee_319,Sales,5517.230050277387,5541.6617554058075,193.3398570491362
320,Employee_320,Marketing,6266.847240567125,4943.723977848898,134.85915680333292
321,Employee_321,Sales,2965.7511404890765,3587.033315385838,143.49531773718553
322,Employee_322,Sales,3757.7507685308774,10081.173612040311,71.04533580383381
323,Employee_323,Sales,5514.048140686467,3943.8359408528795,151.12450291324544
324,Employee_324,IT,6550.630593257668,6786.519697083743,237.89033058780868
325,Employee_325,IT,3858.763783155272,3787.817404467507,131.8039349801113
326,Employee_326,IT,4612.238217293478,4235.911536230453,103.62423090642065
327,Employee_327,Marketing,5401.464141866994,3583.6829393871203,154.90817728853364
328,Employee_328,Finance,3547.5016029123026,6959.461488765939,62.05491228584225
329,Employee_329,Sales,5521.691259580983,4836.075555819896,137.74140282847435
330,Employee_330,Sales,2324.315350963763,3305.411753857261,168.5950211663428
331,Employee_331,Marketing,5492.239464464855,4574.526932053634,117.37343188767487
332,Employee_332,Sales,4004.9150321121574,5316.026488980206,139.07687373334556
333,Employee_333,IT,4552.402809483587,4291.627188464356,158.789186466065
334,Employee_334,Finance,5651.883947936968,2156.4829063707716,126.64957771076627
335,Employee_335,HR,5447.2521554922505,6400.753670747199,148.8129048346861
336,Employee_336,Sales,4992.018795648296,5119.900002514102,158.7725564230534
337,Employee_337,IT,5969.040551635349,5134.2888317257875,146.5104085240466
338,Employee_338,HR,3299.8239873811763,4521.524773682399,154.70779503761833
339,Employee_339,Finance,5204.414371501413,5773.071630905405,160.70500942757582
340,Employee_340,HR,4209.8298691415175,5925.594414109435,129.80280305601173
341,Employee_341,IT,5918.031468679987,6045.5650748452435,105.9545252673907
342,Employee_342,HR,5687.067069636119,5122.467598539512,118.93309945369725
343,Employee_343,Marketing,5723.348218864005,3148.829777621043,114.05490116958767
344,Employee_344,HR,6645.381832707135,5286.207053516874,186.97361723933454
345,Employee_345,Sales,6126.347532434977,5120.919641940497,97.9196227176954
346,Employee_346,Sales,4842.578666226589,4141.6205254314,168.8429479064233
347,Employee_347,Marketing,4998.732146512503,3837.772686547858,129.46317270069838
348,Employee_348,IT,5600.9383807117265,10903.292065795706,90.5306994228024
349,Employee_349,Sales,5136.174674747829,4708.995935705737,137.3379914547242
350,Employee_350,Finance,5705.173321909718,4331.855172694328,150.92926579707088
351,Employee_351,Sales,2769.6795752269713,6806.88723854419,165.52127637538527
352,Employee_352,Sales,6880.8035187933165,11211.70064028357,93.8138517702022
353,Employee_353,IT,5061.028583556321,5321.443607428179,132.89692154209786
354,Employee_354,HR,3377.53466910744,6262.118737652278,131.50667173237474
355,Employee_355,Sales,4086.206648416479,5196.4545813140185,165.34103794087443
356,Employee_356,Marketing,2870.6729488307774,3955.073104605355,102.38991024905535
357,Employee_357,HR,3909.764919814249,4332.486755359623,98.47386937497336
358,Employee_358,Finance,4857.751571360214,11356.662512298073,80.50454284984906
359,Employee_359,IT,6514.714612494403,11099.613125188896,85.03826230400287
360,Employee_360,Finance,5410.674585419801,5335.576117771773,160.01461213239827
361,Employee_361,HR,5232.860611964576,3434.757597684612,147.0698718755979
362,Employee_362,HR,3864.895478784288,5776.027142657946,133.8465721425982
363,Employee_363,HR,4175.514694346489,4721.983412666333,197.62676675267863
364,Employee_364,Finance,4253.072306627805,5519.92993072902,201.53063439840128
365,Employee_365,HR,4293.871387813895,3803.803053257606,153.22844894657277
366,Employee_366,Finance,4648.463123751395,7159.241138957528,129.48806411859874
367,Employee_367,HR,4723.988938283519,5096.995084701633,119.72673535903432
368,Employee_368,Marketing,4660.921626373151,4298.943231280818,162.93556260106354
369,Employee_369,HR,4328.675769731518,5575.4232145638325,113.14537687046746
370,Employee_370,Finance,5135.053165812226,5829.669870655156,113.83990820040563
371,Employee_371,Sales,4685.585216633225,5560.891993247082,135.4724933868522
372,Employee_372,HR,3404.4327537777726,3606.2349103176953,165.21556765128517
373,Employee_373,Sales,5034.381822257935,12342.401997174098,97.03096797481352
374,Employee_374,Marketing,4883.236002218424,4386.167696288661,157.5240244693816
375,Employee_375,IT,3420.372547444824,4780.686675412726,164.89869935908342
376,Employee_376,Marketing,4408.698553303462,2149.495932590926,179.47950741337146
377,Employee_377,HR,5597.072561011359,4243.139248484015,176.68240681241952
378,Employee_378,Sales,3863.5500613392956,4235.582750508562,133.441762007282
379,Employee_379,Sales,3757.8209302715068,5340.729402498863,176.13544585771473
380,Employee_380,Finance,4675.116378008262,4170.004407782106,180.9538998445507
381,Employee_381,Sales,5622.932269811964,2854.078292514612,159.32162770002685
382,Employee_382,Finance,6810.327590722696,5092.612406992208,154.09429823736014
383,Employee_383,IT,5658.935354853684,4499.484801347615,167.98333574480688
384,Employee_384,HR,6084.827740156108,3925.7397788029652,164.85017237262454
385,Employee_385,Finance,5346.6976285016635,9810.063239628047,47.05494078703735
386,Employee_386,IT,4314.88402035727,2664.3113866045674,162.8653364523758
